protein_id	length_aa	annotation_status	uniprot_id	subject_db_id	description	evalue	e_val	bitscore	identity_percent	identity_pct	query_coverage	query_coverage_pct	subject_coverage	refined_identity	refined_length	annotation_confidence
ENA|BN000065|BN000065.1_predicted_orf_915	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_916	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_917	94	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_918	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_919	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_920	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_921	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_922	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_923	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_924	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_925	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_926	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_927	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_928	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_929	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_930	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_931	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_932	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_933	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_934	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_935	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_936	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_937	56	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_938	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_939	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_940	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_941	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_942	103	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_943	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_944	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_945	67	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_946	83	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_947	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_948	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_949	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_950	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_951	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_952	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_953	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_954	80	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_955	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_956	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_957	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_958	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_959	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_960	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_961	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_962	78	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_963	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_964	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_965	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_966	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_967	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_968	95	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_969	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_970	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_971	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_972	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_973	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_974	84	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_975	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_976	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_977	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_978	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_979	75	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_980	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_981	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_982	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_983	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_984	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_985	70	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_986	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_987	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_988	88	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_989	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_990	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_991	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_992	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_993	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_994	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_995	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_996	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_997	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_998	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_999	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1000	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1001	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1002	227	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1003	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1004	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1005	93	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1006	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1007	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1008	75	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1009	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1010	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1011	72	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1012	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1013	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1014	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1015	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1016	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1017	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1018	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1019	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1020	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1021	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1022	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1023	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1024	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1025	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1026	89	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1027	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1028	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1029	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1030	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1031	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1032	91	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1033	56	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1034	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1035	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1036	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1037	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1038	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1039	80	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1040	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1041	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1042	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1043	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1044	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1045	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1046	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1047	169	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1048	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1049	99	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1050	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1051	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1052	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1053	79	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1054	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1055	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1056	85	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1057	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1058	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1059	117	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1060	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1061	88	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1062	83	Hypothetical Protein		None	hypothetical protein											0.0
